"COL0","COL1","COL2","COL3","COL4","COL5","COL6"
"5320000.00","532","Oshawa","0000.00",135915.00,111790.00,102000.00
"5320001.00","532","Oshawa","0001.00",1285.00,1045.00,68000.00
"5320002.01","532","Oshawa","0002.01",1390.00,1135.00,76500.00
"5320002.02","532","Oshawa","0002.02",1445.00,1040.00,56400.00
"5320002.03","532","Oshawa","0002.03",2165.00,1685.00,84000.00
"5320003.01","532","Oshawa","0003.01",1560.00,1230.00,87000.00
"5320003.02","532","Oshawa","0003.02",2175.00,1840.00,101000.00
"5320004.01","532","Oshawa","0004.01",1095.00,855.00,81000.00
"5320004.02","532","Oshawa","0004.02",1425.00,1070.00,54800.00
"5320005.00","532","Oshawa","0005.00",1215.00,885.00,52800.00
"5320006.00","532","Oshawa","0006.00",1125.00,815.00,61600.00
"5320007.00","532","Oshawa","0007.00",1995.00,1535.00,79000.00
"5320008.01","532","Oshawa","0008.01",1335.00,1145.00,99000.00
"5320008.02","532","Oshawa","0008.02",885.00,660.00,82000.00
"5320008.03","532","Oshawa","0008.03",1440.00,1205.00,98000.00
"5320008.05","532","Oshawa","0008.05",955.00,815.00,91000.00
"5320008.06","532","Oshawa","0008.06",1940.00,1690.00,119000.00
"5320008.08","532","Oshawa","0008.08",1335.00,1145.00,130000.00
"5320008.09","532","Oshawa","0008.09",1265.00,1055.00,111000.00
"5320009.01","532","Oshawa","0009.01",950.00,750.00,75500.00
"5320009.02","532","Oshawa","0009.02",1250.00,1030.00,96000.00
"5320009.03","532","Oshawa","0009.03",2090.00,1760.00,97000.00
"5320009.04","532","Oshawa","0009.04",940.00,810.00,92000.00
"5320009.05","532","Oshawa","0009.05",1525.00,1240.00,78000.00
"5320010.00","532","Oshawa","0010.00",1490.00,950.00,45600.00
"5320011.00","532","Oshawa","0011.00",1705.00,1350.00,84000.00
"5320012.01","532","Oshawa","0012.01",1135.00,780.00,65000.00
"5320012.02","532","Oshawa","0012.02",945.00,755.00,86000.00
"5320013.00","532","Oshawa","0013.00",2005.00,1685.00,111000.00
"5320014.01","532","Oshawa","0014.01",905.00,665.00,98000.00
"5320014.02","532","Oshawa","0014.02",1450.00,960.00,52000.00
"5320015.02","532","Oshawa","0015.02",1510.00,1195.00,94000.00
"5320015.03","532","Oshawa","0015.03",695.00,525.00,80000.00
"5320015.04","532","Oshawa","0015.04",1120.00,790.00,74000.00
"5320016.04","532","Oshawa","0016.04",4240.00,3550.00,114000.00
"5320016.05","532","Oshawa","0016.05",1875.00,1505.00,108000.00
"5320016.06","532","Oshawa","0016.06",2050.00,1695.00,132000.00
"5320016.07","532","Oshawa","0016.07",1135.00,940.00,134000.00
"5320016.08","532","Oshawa","0016.08",1920.00,1600.00,151000.00
"5320100.01","532","Oshawa","0100.01",1980.00,1525.00,112000.00
"5320100.02","532","Oshawa","0100.02",1735.00,1260.00,94000.00
"5320100.03","532","Oshawa","0100.03",2445.00,1995.00,133000.00
"5320101.02","532","Oshawa","0101.02",1325.00,1065.00,115000.00
"5320101.03","532","Oshawa","0101.03",1305.00,1085.00,126000.00
"5320101.04","532","Oshawa","0101.04",1485.00,1245.00,106000.00
"5320101.05","532","Oshawa","0101.05",1345.00,1015.00,86000.00
"5320101.06","532","Oshawa","0101.06",1430.00,1155.00,120000.00
"5320102.01","532","Oshawa","0102.01",935.00,710.00,118000.00
"5320102.02","532","Oshawa","0102.02",670.00,545.00,49200.00
"5320102.03","532","Oshawa","0102.03",930.00,730.00,79500.00
"5320103.00","532","Oshawa","0103.00",845.00,625.00,74000.00
"5320104.00","532","Oshawa","0104.00",1400.00,1155.00,100000.00
"5320105.04","532","Oshawa","0105.04",1170.00,885.00,133000.00
"5320105.05","532","Oshawa","0105.05",1735.00,1365.00,121000.00
"5320105.06","532","Oshawa","0105.06",905.00,750.00,118000.00
"5320105.07","532","Oshawa","0105.07",1635.00,1360.00,146000.00
"5320105.08","532","Oshawa","0105.08",1275.00,1010.00,151000.00
"5320105.09","532","Oshawa","0105.09",1770.00,1455.00,123000.00
"5320105.10","532","Oshawa","0105.10",1950.00,1650.00,132000.00
"5320105.14","532","Oshawa","0105.14",1650.00,1275.00,133000.00
"5320105.15","532","Oshawa","0105.15",2470.00,2045.00,138000.00
"5320105.17","532","Oshawa","0105.17",465.00,420.00,144000.00
"5320105.18","532","Oshawa","0105.18",1740.00,1445.00,164000.00
"5320105.19","532","Oshawa","0105.19",1775.00,1440.00,159000.00
"5320105.20","532","Oshawa","0105.20",1715.00,1475.00,166000.00
"5320105.21","532","Oshawa","0105.21",645.00,600.00,124000.00
"5320105.22","532","Oshawa","0105.22",510.00,385.00,130000.00
"5320105.23","532","Oshawa","0105.23",2075.00,1700.00,143000.00
"5320105.24","532","Oshawa","0105.24",930.00,820.00,166000.00
"5320200.00","532","Oshawa","0200.00",2300.00,2030.00,113000.00
"5320201.01","532","Oshawa","0201.01",2450.00,2190.00,106000.00
"5320201.02","532","Oshawa","0201.02",1440.00,1320.00,111000.00
"5320202.04","532","Oshawa","0202.04",2375.00,2060.00,129000.00
"5320202.05","532","Oshawa","0202.05",2035.00,1755.00,122000.00
"5320202.08","532","Oshawa","0202.08",1050.00,915.00,109000.00
"5320202.09","532","Oshawa","0202.09",1250.00,1110.00,119000.00
"5320202.11","532","Oshawa","0202.11",2955.00,2615.00,104000.00
"5320202.12","532","Oshawa","0202.12",985.00,870.00,127000.00
"5320202.13","532","Oshawa","0202.13",1110.00,1000.00,131000.00
"5320202.14","532","Oshawa","0202.14",250.00,215.00,101000.00
"5320202.15","532","Oshawa","0202.15",130.00,115.00,67000.00
"5320202.16","532","Oshawa","0202.16",2430.00,2105.00,123000.00
"5320202.17","532","Oshawa","0202.17",720.00,665.00,107000.00
"5320202.18","532","Oshawa","0202.18",805.00,720.00,127000.00
"5320203.01","532","Oshawa","0203.01",2080.00,1825.00,117000.00
"5320203.02","532","Oshawa","0203.02",2215.00,1915.00,124000.00
"5320203.03","532","Oshawa","0203.03",1405.00,1175.00,88000.00
"5320203.05","532","Oshawa","0203.05",1960.00,1730.00,134000.00
"5320203.06","532","Oshawa","0203.06",1375.00,1250.00,106000.00
"5320204.00","532","Oshawa","0204.00",1680.00,1385.00,78000.00
"5320205.01","532","Oshawa","0205.01",225.00,195.00,104000.00
"5320205.02","532","Oshawa","0205.02",1545.00,1315.00,106000.00
"5320206.00","532","Oshawa","0206.00",1945.00,1775.00,130000.00
"5350000.00","535","Toronto","0000.00",1860970.00,1273025.00,97000.00
"5350001.00","535","Toronto","0001.00",180.00,95.00,137000.00
"5350002.00","535","Toronto","0002.00",115.00,30.00,85000.00
"5350003.00","535","Toronto","0003.00",195.00,120.00,89000.00
"5350004.00","535","Toronto","0004.00",2015.00,500.00,50000.00
"5350005.00","535","Toronto","0005.00",1895.00,590.00,66000.00
"5350006.00","535","Toronto","0006.00",,,
"5350007.01","535","Toronto","0007.01",1075.00,315.00,57200.00
"5350007.02","535","Toronto","0007.02",1350.00,420.00,53600.00
"5350008.01","535","Toronto","0008.01",2485.00,1195.00,97000.00
"5350008.02","535","Toronto","0008.02",3065.00,1315.00,90000.00
"5350009.00","535","Toronto","0009.00",75.00,15.00,45200.00
"5350010.01","535","Toronto","0010.01",1430.00,620.00,110000.00
"5350010.02","535","Toronto","0010.02",1980.00,720.00,97000.00
"5350011.01","535","Toronto","0011.01",2370.00,720.00,97000.00
"5350011.02","535","Toronto","0011.02",2385.00,475.00,88000.00
"5350011.03","535","Toronto","0011.03",1420.00,410.00,84000.00
"5350012.01","535","Toronto","0012.01",3295.00,1175.00,84000.00
"5350012.03","535","Toronto","0012.03",2150.00,635.00,98000.00
"5350012.04","535","Toronto","0012.04",1340.00,375.00,95000.00
"5350013.01","535","Toronto","0013.01",1610.00,425.00,91000.00
"5350013.02","535","Toronto","0013.02",2255.00,730.00,100000.00
"5350014.00","535","Toronto","0014.00",490.00,135.00,92000.00
"5350015.00","535","Toronto","0015.00",1125.00,300.00,94000.00
"5350016.00","535","Toronto","0016.00",2610.00,795.00,95000.00
"5350017.01","535","Toronto","0017.01",1305.00,550.00,94000.00
"5350017.02","535","Toronto","0017.02",2300.00,735.00,69500.00
"5350018.00","535","Toronto","0018.00",915.00,465.00,105000.00
"5350019.00","535","Toronto","0019.00",740.00,270.00,80000.00
"5350020.00","535","Toronto","0020.00",430.00,285.00,147000.00
"5350021.00","535","Toronto","0021.00",1270.00,605.00,89000.00
"5350022.00","535","Toronto","0022.00",770.00,505.00,149000.00
"5350023.00","535","Toronto","0023.00",680.00,370.00,134000.00
"5350024.00","535","Toronto","0024.00",1550.00,845.00,115000.00
"5350025.00","535","Toronto","0025.00",955.00,485.00,84000.00
"5350026.00","535","Toronto","0026.00",1470.00,700.00,98000.00
"5350027.00","535","Toronto","0027.00",1005.00,445.00,98000.00
"5350028.01","535","Toronto","0028.01",390.00,175.00,118000.00
"5350028.02","535","Toronto","0028.02",1430.00,685.00,109000.00
"5350029.00","535","Toronto","0029.00",1650.00,590.00,92000.00
"5350030.00","535","Toronto","0030.00",1570.00,575.00,76500.00
"5350031.00","535","Toronto","0031.00",1615.00,505.00,52000.00
"5350032.00","535","Toronto","0032.00",1575.00,335.00,41600.00
"5350033.00","535","Toronto","0033.00",1335.00,300.00,36400.00
"5350034.01","535","Toronto","0034.01",1180.00,245.00,62400.00
"5350034.02","535","Toronto","0034.02",2005.00,435.00,61600.00
"5350035.00","535","Toronto","0035.00",2760.00,420.00,66000.00
"5350036.00","535","Toronto","0036.00",1380.00,255.00,65500.00
"5350037.00","535","Toronto","0037.00",1200.00,170.00,61200.00
"5350038.00","535","Toronto","0038.00",775.00,215.00,51600.00
"5350039.00","535","Toronto","0039.00",960.00,225.00,63600.00
"5350040.00","535","Toronto","0040.00",1020.00,355.00,90000.00
"5350041.00","535","Toronto","0041.00",820.00,275.00,97000.00
"5350042.00","535","Toronto","0042.00",1130.00,380.00,86000.00
"5350043.00","535","Toronto","0043.00",1035.00,380.00,96000.00
"5350044.01","535","Toronto","0044.01",1295.00,470.00,95000.00
"5350044.02","535","Toronto","0044.02",1210.00,430.00,80000.00
"5350045.00","535","Toronto","0045.00",925.00,305.00,85000.00
"5350046.00","535","Toronto","0046.00",925.00,290.00,83000.00
"5350047.02","535","Toronto","0047.02",950.00,305.00,54400.00
"5350047.03","535","Toronto","0047.03",300.00,150.00,115000.00
"5350047.04","535","Toronto","0047.04",625.00,235.00,114000.00
"5350048.00","535","Toronto","0048.00",900.00,390.00,93000.00
"5350049.00","535","Toronto","0049.00",810.00,405.00,106000.00
"5350050.01","535","Toronto","0050.01",2040.00,1135.00,103000.00
"5350050.03","535","Toronto","0050.03",310.00,180.00,106000.00
"5350050.04","535","Toronto","0050.04",1115.00,590.00,90000.00
"5350051.00","535","Toronto","0051.00",1220.00,500.00,102000.00
"5350052.00","535","Toronto","0052.00",980.00,445.00,104000.00
"5350053.00","535","Toronto","0053.00",1650.00,665.00,84000.00
"5350054.00","535","Toronto","0054.00",1440.00,560.00,72500.00
"5350055.00","535","Toronto","0055.00",715.00,200.00,87000.00
"5350056.00","535","Toronto","0056.00",1120.00,435.00,94000.00
"5350057.00","535","Toronto","0057.00",665.00,270.00,84000.00
"5350058.00","535","Toronto","0058.00",890.00,270.00,85000.00
"5350059.00","535","Toronto","0059.00",735.00,225.00,96000.00
"5350060.00","535","Toronto","0060.00",535.00,170.00,80000.00
"5350061.00","535","Toronto","0061.00",185.00,50.00,44400.00
"5350062.01","535","Toronto","0062.01",850.00,170.00,64000.00
"5350062.03","535","Toronto","0062.03",760.00,195.00,62400.00
"5350062.04","535","Toronto","0062.04",1970.00,440.00,52800.00
"5350063.03","535","Toronto","0063.03",1375.00,330.00,70000.00
"5350063.04","535","Toronto","0063.04",1275.00,285.00,53600.00
"5350063.05","535","Toronto","0063.05",1625.00,350.00,60400.00
"5350063.06","535","Toronto","0063.06",1360.00,285.00,57200.00
"5350064.00","535","Toronto","0064.00",1355.00,335.00,80000.00
"5350065.01","535","Toronto","0065.01",915.00,180.00,60800.00
"5350065.02","535","Toronto","0065.02",3490.00,810.00,50400.00
"5350066.00","535","Toronto","0066.00",2015.00,450.00,67000.00
"5350067.00","535","Toronto","0067.00",350.00,155.00,153000.00
"5350068.00","535","Toronto","0068.00",590.00,145.00,101000.00
"5350069.00","535","Toronto","0069.00",1000.00,470.00,135000.00
"5350070.00","535","Toronto","0070.00",825.00,280.00,83000.00
"5350071.00","535","Toronto","0071.00",775.00,270.00,109000.00
"5350072.01","535","Toronto","0072.01",1065.00,410.00,73000.00
"5350072.02","535","Toronto","0072.02",715.00,325.00,106000.00
"5350073.00","535","Toronto","0073.00",610.00,290.00,94000.00
"5350074.00","535","Toronto","0074.00",930.00,470.00,90000.00
"5350075.00","535","Toronto","0075.00",820.00,325.00,89000.00
"5350076.00","535","Toronto","0076.00",920.00,425.00,97000.00
"5350077.00","535","Toronto","0077.00",995.00,480.00,110000.00
"5350078.00","535","Toronto","0078.00",1355.00,715.00,87000.00
"5350079.00","535","Toronto","0079.00",1755.00,930.00,126000.00
"5350080.01","535","Toronto","0080.01",1000.00,460.00,93000.00
"5350080.02","535","Toronto","0080.02",1390.00,460.00,63600.00
"5350081.00","535","Toronto","0081.00",565.00,190.00,112000.00
"5350082.00","535","Toronto","0082.00",595.00,205.00,115000.00
"5350083.00","535","Toronto","0083.00",875.00,435.00,76500.00
"5350084.00","535","Toronto","0084.00",685.00,290.00,118000.00
"5350085.00","535","Toronto","0085.00",880.00,365.00,76000.00
"5350086.00","535","Toronto","0086.00",595.00,355.00,278000.00
"5350087.00","535","Toronto","0087.00",935.00,460.00,151000.00
"5350088.00","535","Toronto","0088.00",590.00,155.00,90000.00
"5350089.00","535","Toronto","0089.00",1060.00,435.00,84000.00
"5350090.00","535","Toronto","0090.00",1000.00,400.00,95000.00
"5350091.01","535","Toronto","0091.01",1360.00,455.00,82000.00
"5350091.02","535","Toronto","0091.02",745.00,255.00,68500.00
"5350092.00","535","Toronto","0092.00",1825.00,485.00,84000.00
"5350093.00","535","Toronto","0093.00",1180.00,375.00,102000.00
"5350094.00","535","Toronto","0094.00",1460.00,625.00,90000.00
"5350095.00","535","Toronto","0095.00",715.00,260.00,88000.00
"5350096.01","535","Toronto","0096.01",425.00,195.00,93000.00
"5350096.02","535","Toronto","0096.02",895.00,350.00,85000.00
"5350097.01","535","Toronto","0097.01",1120.00,405.00,81000.00
"5350097.03","535","Toronto","0097.03",690.00,250.00,54800.00
"5350097.04","535","Toronto","0097.04",1685.00,685.00,83000.00
"5350098.00","535","Toronto","0098.00",1890.00,855.00,91000.00
"5350099.00","535","Toronto","0099.00",1815.00,690.00,74500.00
"5350100.00","535","Toronto","0100.00",785.00,320.00,89000.00
"5350101.00","535","Toronto","0101.00",940.00,440.00,91000.00
"5350102.02","535","Toronto","0102.02",1290.00,475.00,67000.00
"5350102.03","535","Toronto","0102.03",1090.00,445.00,76000.00
"5350102.04","535","Toronto","0102.04",160.00,65.00,110000.00
"5350102.05","535","Toronto","0102.05",215.00,125.00,114000.00
"5350103.00","535","Toronto","0103.00",1190.00,555.00,125000.00
"5350104.00","535","Toronto","0104.00",1290.00,635.00,150000.00
"5350105.00","535","Toronto","0105.00",1195.00,565.00,103000.00
"5350106.00","535","Toronto","0106.00",1120.00,540.00,100000.00
"5350107.00","535","Toronto","0107.00",1665.00,865.00,99000.00
"5350108.00","535","Toronto","0108.00",1595.00,815.00,68500.00
"5350109.00","535","Toronto","0109.00",1540.00,745.00,102000.00
"5350110.00","535","Toronto","0110.00",1045.00,485.00,90000.00
"5350111.00","535","Toronto","0111.00",815.00,425.00,101000.00
"5350112.00","535","Toronto","0112.00",1520.00,745.00,93000.00
"5350113.00","535","Toronto","0113.00",770.00,345.00,93000.00
"5350114.00","535","Toronto","0114.00",1150.00,500.00,79500.00
"5350115.00","535","Toronto","0115.00",1105.00,515.00,85000.00
"5350116.00","535","Toronto","0116.00",895.00,340.00,93000.00
"5350117.00","535","Toronto","0117.00",540.00,215.00,112000.00
"5350118.00","535","Toronto","0118.00",880.00,390.00,104000.00
"5350119.00","535","Toronto","0119.00",1195.00,505.00,102000.00
"5350120.00","535","Toronto","0120.00",265.00,120.00,178000.00
"5350121.00","535","Toronto","0121.00",660.00,315.00,114000.00
"5350122.00","535","Toronto","0122.00",1480.00,645.00,97000.00
"5350123.00","535","Toronto","0123.00",760.00,280.00,70000.00
"5350124.00","535","Toronto","0124.00",1100.00,405.00,92000.00
"5350125.00","535","Toronto","0125.00",680.00,400.00,258000.00
"5350126.00","535","Toronto","0126.00",860.00,475.00,144000.00
"5350127.00","535","Toronto","0127.00",1025.00,595.00,134000.00
"5350128.02","535","Toronto","0128.02",3220.00,1165.00,82000.00
"5350128.04","535","Toronto","0128.04",1240.00,515.00,80000.00
"5350128.05","535","Toronto","0128.05",235.00,95.00,102000.00
"5350128.06","535","Toronto","0128.06",1360.00,385.00,73500.00
"5350129.00","535","Toronto","0129.00",1315.00,605.00,110000.00
"5350130.00","535","Toronto","0130.00",785.00,485.00,196000.00
"5350131.00","535","Toronto","0131.00",1340.00,790.00,118000.00
"5350132.00","535","Toronto","0132.00",1655.00,860.00,119000.00
"5350133.00","535","Toronto","0133.00",2160.00,1005.00,77500.00
"5350134.00","535","Toronto","0134.00",570.00,355.00,170000.00
"5350135.00","535","Toronto","0135.00",1630.00,680.00,82000.00
"5350136.01","535","Toronto","0136.01",2380.00,845.00,70000.00
"5350136.02","535","Toronto","0136.02",2160.00,715.00,70000.00
"5350137.00","535","Toronto","0137.00",1680.00,820.00,89000.00
"5350138.00","535","Toronto","0138.00",615.00,330.00,194000.00
"5350139.01","535","Toronto","0139.01",920.00,475.00,112000.00
"5350139.02","535","Toronto","0139.02",455.00,245.00,198000.00
"5350140.00","535","Toronto","0140.00",480.00,310.00,286000.00
"5350141.01","535","Toronto","0141.01",1035.00,520.00,168000.00
"5350141.02","535","Toronto","0141.02",915.00,600.00,188000.00
"5350142.00","535","Toronto","0142.00",1070.00,595.00,151000.00
"5350150.00","535","Toronto","0150.00",865.00,515.00,164000.00
"5350151.00","535","Toronto","0151.00",890.00,455.00,66000.00
"5350152.00","535","Toronto","0152.00",1025.00,595.00,130000.00
"5350153.00","535","Toronto","0153.00",1505.00,845.00,88000.00
"5350154.00","535","Toronto","0154.00",1960.00,1185.00,75000.00
"5350155.00","535","Toronto","0155.00",895.00,490.00,59600.00
"5350156.01","535","Toronto","0156.01",1720.00,910.00,55200.00
"5350156.02","535","Toronto","0156.02",1025.00,590.00,78000.00
"5350157.00","535","Toronto","0157.00",965.00,525.00,72000.00
"5350158.00","535","Toronto","0158.00",1055.00,505.00,57600.00
"5350159.01","535","Toronto","0159.01",1185.00,655.00,83000.00
"5350159.02","535","Toronto","0159.02",1780.00,980.00,88000.00
"5350160.00","535","Toronto","0160.00",1280.00,720.00,89000.00
"5350161.00","535","Toronto","0161.00",2440.00,1140.00,86000.00
"5350162.00","535","Toronto","0162.00",1605.00,755.00,77000.00
"5350163.00","535","Toronto","0163.00",1290.00,625.00,85000.00
"5350164.00","535","Toronto","0164.00",1815.00,780.00,89000.00
"5350165.00","535","Toronto","0165.00",1175.00,495.00,93000.00
"5350166.00","535","Toronto","0166.00",1060.00,620.00,115000.00
"5350167.01","535","Toronto","0167.01",515.00,170.00,74000.00
"5350167.02","535","Toronto","0167.02",1590.00,525.00,70000.00
"5350168.00","535","Toronto","0168.00",1730.00,640.00,64500.00
"5350169.01","535","Toronto","0169.01",1255.00,555.00,84000.00
"5350169.02","535","Toronto","0169.02",2575.00,1155.00,79000.00
"5350170.00","535","Toronto","0170.00",1270.00,690.00,84000.00
"5350171.00","535","Toronto","0171.00",1220.00,595.00,65500.00
"5350172.00","535","Toronto","0172.00",880.00,410.00,59200.00
"5350173.00","535","Toronto","0173.00",1180.00,630.00,63200.00
"5350174.00","535","Toronto","0174.00",2490.00,1440.00,73000.00
"5350175.01","535","Toronto","0175.01",1855.00,1100.00,61200.00
"5350175.02","535","Toronto","0175.02",2660.00,1415.00,56400.00
"5350176.00","535","Toronto","0176.00",1450.00,960.00,97000.00
"5350180.00","535","Toronto","0180.00",1820.00,750.00,70000.00
"5350181.01","535","Toronto","0181.01",1170.00,565.00,110000.00
"5350181.02","535","Toronto","0181.02",920.00,470.00,82000.00
"5350182.00","535","Toronto","0182.00",1470.00,750.00,117000.00
"5350183.01","535","Toronto","0183.01",545.00,350.00,106000.00
"5350183.02","535","Toronto","0183.02",890.00,445.00,119000.00
"5350184.01","535","Toronto","0184.01",1320.00,525.00,74500.00
"5350184.02","535","Toronto","0184.02",990.00,470.00,82000.00
"5350185.01","535","Toronto","0185.01",2085.00,830.00,66500.00
"5350185.02","535","Toronto","0185.02",1170.00,515.00,71500.00
"5350186.00","535","Toronto","0186.00",520.00,380.00,159000.00
"5350187.00","535","Toronto","0187.00",905.00,615.00,118000.00
"5350188.00","535","Toronto","0188.00",470.00,300.00,108000.00
"5350189.00","535","Toronto","0189.00",1470.00,810.00,74000.00
"5350190.01","535","Toronto","0190.01",2520.00,955.00,67000.00
"5350190.02","535","Toronto","0190.02",1410.00,660.00,64500.00
"5350191.00","535","Toronto","0191.00",1235.00,745.00,88000.00
"5350192.00","535","Toronto","0192.00",215.00,105.00,56000.00
"5350193.00","535","Toronto","0193.00",865.00,620.00,116000.00
"5350194.01","535","Toronto","0194.01",1660.00,935.00,65500.00
"5350194.02","535","Toronto","0194.02",1100.00,560.00,68500.00
"5350194.03","535","Toronto","0194.03",755.00,285.00,51200.00
"5350194.04","535","Toronto","0194.04",1440.00,810.00,76000.00
"5350195.01","535","Toronto","0195.01",1015.00,630.00,153000.00
"5350195.02","535","Toronto","0195.02",555.00,330.00,141000.00
"5350196.01","535","Toronto","0196.01",400.00,250.00,138000.00
"5350196.02","535","Toronto","0196.02",1165.00,705.00,148000.00
"5350200.01","535","Toronto","0200.01",1750.00,900.00,68000.00
"5350200.02","535","Toronto","0200.02",305.00,155.00,54400.00
"5350201.00","535","Toronto","0201.00",1545.00,1020.00,80000.00
"5350202.00","535","Toronto","0202.00",515.00,370.00,112000.00
"5350203.00","535","Toronto","0203.00",1220.00,715.00,90000.00
"5350204.00","535","Toronto","0204.00",1220.00,825.00,77500.00
"5350205.00","535","Toronto","0205.00",,,
"5350206.01","535","Toronto","0206.01",1725.00,1020.00,84000.00
"5350206.02","535","Toronto","0206.02",1980.00,1340.00,81000.00
"5350207.00","535","Toronto","0207.00",900.00,535.00,77500.00
"5350208.00","535","Toronto","0208.00",1390.00,695.00,57600.00
"5350209.00","535","Toronto","0209.00",760.00,480.00,61600.00
"5350210.01","535","Toronto","0210.01",775.00,475.00,136000.00
"5350210.03","535","Toronto","0210.03",2355.00,1740.00,91000.00
"5350210.04","535","Toronto","0210.04",2910.00,2135.00,89000.00
"5350211.00","535","Toronto","0211.00",2385.00,1725.00,101000.00
"5350212.00","535","Toronto","0212.00",1790.00,1245.00,114000.00
"5350213.01","535","Toronto","0213.01",715.00,480.00,114000.00
"5350213.02","535","Toronto","0213.02",2155.00,1300.00,90000.00
"5350214.00","535","Toronto","0214.00",2215.00,1500.00,99000.00
"5350215.00","535","Toronto","0215.00",2155.00,1410.00,107000.00
"5350216.00","535","Toronto","0216.00",1325.00,900.00,140000.00
"5350217.00","535","Toronto","0217.00",2135.00,1300.00,62800.00
"5350218.00","535","Toronto","0218.00",500.00,285.00,174000.00
"5350219.00","535","Toronto","0219.00",985.00,615.00,136000.00
"5350220.00","535","Toronto","0220.00",1135.00,815.00,103000.00
"5350221.01","535","Toronto","0221.01",1485.00,1105.00,106000.00
"5350221.02","535","Toronto","0221.02",1805.00,1180.00,81000.00
"5350222.01","535","Toronto","0222.01",2150.00,1550.00,99000.00
"5350222.02","535","Toronto","0222.02",1300.00,870.00,87000.00
"5350223.01","535","Toronto","0223.01",430.00,350.00,160000.00
"5350223.02","535","Toronto","0223.02",505.00,370.00,147000.00
"5350224.00","535","Toronto","0224.00",465.00,375.00,190000.00
"5350225.01","535","Toronto","0225.01",1500.00,790.00,93000.00
"5350225.02","535","Toronto","0225.02",3620.00,1740.00,72000.00
"5350226.00","535","Toronto","0226.00",645.00,435.00,196000.00
"5350227.00","535","Toronto","0227.00",390.00,250.00,228000.00
"5350228.00","535","Toronto","0228.00",600.00,395.00,142000.00
"5350229.00","535","Toronto","0229.00",255.00,210.00,258000.00
"5350230.01","535","Toronto","0230.01",635.00,445.00,101000.00
"5350230.02","535","Toronto","0230.02",2115.00,1485.00,85000.00
"5350231.00","535","Toronto","0231.00",1660.00,1150.00,129000.00
"5350232.00","535","Toronto","0232.00",960.00,760.00,208000.00
"5350233.00","535","Toronto","0233.00",1515.00,1090.00,131000.00
"5350234.00","535","Toronto","0234.00",1315.00,930.00,120000.00
"5350235.01","535","Toronto","0235.01",825.00,650.00,129000.00
"5350235.02","535","Toronto","0235.02",1620.00,1120.00,94000.00
"5350236.01","535","Toronto","0236.01",2220.00,1500.00,86000.00
"5350236.02","535","Toronto","0236.02",1785.00,1250.00,106000.00
"5350237.01","535","Toronto","0237.01",2000.00,1290.00,74000.00
"5350237.02","535","Toronto","0237.02",920.00,620.00,110000.00
"5350237.03","535","Toronto","0237.03",1755.00,1175.00,78500.00
"5350238.01","535","Toronto","0238.01",940.00,730.00,130000.00
