"COL0","COL1","COL2","COL3","COL4","COL5","COL6"
"5350576.94","535","Toronto","0576.94",1630.00,1320.00,124000.00
"5350576.95","535","Toronto","0576.95",1630.00,1360.00,137000.00
"5350576.96","535","Toronto","0576.96",2300.00,1865.00,125000.00
"5350576.97","535","Toronto","0576.97",1600.00,1375.00,131000.00
"5350576.98","535","Toronto","0576.98",9780.00,7865.00,119000.00
"5350576.99","535","Toronto","0576.99",1725.00,1390.00,120000.00
"5350577.00","535","Toronto","0577.00",3250.00,2450.00,130000.00
"5350577.01","535","Toronto","0577.01",1165.00,890.00,131000.00
"5350577.02","535","Toronto","0577.02",1840.00,1435.00,127000.00
"5350577.03","535","Toronto","0577.03",2135.00,1665.00,139000.00
"5350577.04","535","Toronto","0577.04",2110.00,1790.00,172000.00
"5350577.05","535","Toronto","0577.05",1820.00,1450.00,134000.00
"5350577.06","535","Toronto","0577.06",1975.00,1550.00,158000.00
"5350577.07","535","Toronto","0577.07",1380.00,1055.00,122000.00
"5350577.08","535","Toronto","0577.08",1655.00,1270.00,135000.00
"5350577.09","535","Toronto","0577.09",1045.00,755.00,119000.00
"5350585.02","535","Toronto","0585.02",2480.00,2185.00,125000.00
"5350585.03","535","Toronto","0585.03",1950.00,1755.00,118000.00
"5350585.05","535","Toronto","0585.05",2435.00,2100.00,141000.00
"5350585.07","535","Toronto","0585.07",2425.00,2190.00,142000.00
"5350585.08","535","Toronto","0585.08",1455.00,1240.00,174000.00
"5350585.09","535","Toronto","0585.09",2265.00,2030.00,124000.00
"5350585.10","535","Toronto","0585.10",1965.00,1770.00,124000.00
"5350586.02","535","Toronto","0586.02",1070.00,960.00,115000.00
"5350586.03","535","Toronto","0586.03",1740.00,1550.00,121000.00
"5350586.04","535","Toronto","0586.04",2205.00,1950.00,134000.00
"5350586.05","535","Toronto","0586.05",3310.00,2915.00,138000.00
"5350587.01","535","Toronto","0587.01",2080.00,1825.00,145000.00
"5350587.02","535","Toronto","0587.02",2125.00,1860.00,135000.00
"5350590.00","535","Toronto","0590.00",1975.00,1535.00,77000.00
"5350591.01","535","Toronto","0591.01",2305.00,1990.00,123000.00
"5350591.02","535","Toronto","0591.02",2290.00,1965.00,108000.00
"5350592.01","535","Toronto","0592.01",2600.00,2110.00,83000.00
"5350592.02","535","Toronto","0592.02",2920.00,2570.00,131000.00
"5350593.01","535","Toronto","0593.01",1155.00,975.00,124000.00
"5350593.02","535","Toronto","0593.02",520.00,475.00,124000.00
"5350593.03","535","Toronto","0593.03",640.00,570.00,142000.00
"5350593.04","535","Toronto","0593.04",960.00,820.00,170000.00
"5350600.01","535","Toronto","0600.01",1215.00,975.00,184000.00
"5350600.02","535","Toronto","0600.02",1570.00,1215.00,144000.00
"5350601.00","535","Toronto","0601.00",930.00,670.00,214000.00
"5350602.00","535","Toronto","0602.00",945.00,715.00,170000.00
"5350603.00","535","Toronto","0603.00",1900.00,1240.00,69500.00
"5350604.00","535","Toronto","0604.00",495.00,350.00,93000.00
"5350605.00","535","Toronto","0605.00",595.00,475.00,137000.00
"5350606.00","535","Toronto","0606.00",1585.00,1230.00,85000.00
"5350607.00","535","Toronto","0607.00",795.00,670.00,125000.00
"5350608.00","535","Toronto","0608.00",895.00,695.00,116000.00
"5350609.00","535","Toronto","0609.00",655.00,500.00,166000.00
"5350610.03","535","Toronto","0610.03",980.00,810.00,83000.00
"5350610.04","535","Toronto","0610.04",630.00,510.00,95000.00
"5350610.05","535","Toronto","0610.05",1140.00,945.00,159000.00
"5350610.06","535","Toronto","0610.06",1090.00,870.00,155000.00
"5350611.00","535","Toronto","0611.00",1340.00,1080.00,137000.00
"5350612.01","535","Toronto","0612.01",,,
"5350612.03","535","Toronto","0612.03",1445.00,1080.00,132000.00
"5350612.05","535","Toronto","0612.05",1130.00,900.00,127000.00
"5350612.08","535","Toronto","0612.08",1415.00,1105.00,134000.00
"5350612.10","535","Toronto","0612.10",50.00,35.00,
"5350612.11","535","Toronto","0612.11",1580.00,1310.00,170000.00
"5350612.12","535","Toronto","0612.12",1915.00,1510.00,159000.00
"5350612.13","535","Toronto","0612.13",775.00,635.00,121000.00
"5350612.14","535","Toronto","0612.14",1165.00,855.00,129000.00
"5350612.15","535","Toronto","0612.15",2055.00,1645.00,142000.00
"5350612.18","535","Toronto","0612.18",1260.00,995.00,154000.00
"5350612.19","535","Toronto","0612.19",1130.00,880.00,147000.00
"5350612.20","535","Toronto","0612.20",1205.00,970.00,162000.00
"5350612.21","535","Toronto","0612.21",1810.00,1390.00,158000.00
"5350612.22","535","Toronto","0612.22",2130.00,1570.00,147000.00
"5350612.23","535","Toronto","0612.23",1270.00,1050.00,145000.00
"5350612.25","535","Toronto","0612.25",1325.00,1040.00,164000.00
"5350612.26","535","Toronto","0612.26",1660.00,1275.00,93000.00
"5350612.27","535","Toronto","0612.27",1455.00,1105.00,131000.00
"5350612.28","535","Toronto","0612.28",895.00,705.00,202000.00
"5350612.29","535","Toronto","0612.29",905.00,735.00,127000.00
"5350613.01","535","Toronto","0613.01",1090.00,890.00,115000.00
"5350613.03","535","Toronto","0613.03",1295.00,1005.00,93000.00
"5350613.04","535","Toronto","0613.04",1480.00,940.00,72000.00
"5350614.01","535","Toronto","0614.01",900.00,680.00,135000.00
"5350614.02","535","Toronto","0614.02",1145.00,930.00,123000.00
"5350615.00","535","Toronto","0615.00",5045.00,4170.00,131000.00
"5350620.05","535","Toronto","0620.05",1310.00,1125.00,166000.00
"5350620.06","535","Toronto","0620.06",2410.00,2060.00,118000.00
"5350620.07","535","Toronto","0620.07",1695.00,1435.00,157000.00
"5350620.09","535","Toronto","0620.09",1910.00,1565.00,127000.00
"5350620.13","535","Toronto","0620.13",760.00,625.00,118000.00
"5350620.14","535","Toronto","0620.14",2125.00,1710.00,130000.00
"5350620.15","535","Toronto","0620.15",1235.00,1045.00,103000.00
"5350620.16","535","Toronto","0620.16",960.00,845.00,131000.00
"5350620.17","535","Toronto","0620.17",1470.00,1225.00,134000.00
"5350620.18","535","Toronto","0620.18",1310.00,1120.00,127000.00
"5350620.19","535","Toronto","0620.19",880.00,745.00,168000.00
"5350620.20","535","Toronto","0620.20",1210.00,960.00,156000.00
"5350620.21","535","Toronto","0620.21",1480.00,1255.00,123000.00
"5350620.22","535","Toronto","0620.22",1395.00,1160.00,145000.00
"5350620.23","535","Toronto","0620.23",1175.00,995.00,130000.00
"5350620.24","535","Toronto","0620.24",2025.00,1670.00,142000.00
"5350620.25","535","Toronto","0620.25",1595.00,1385.00,131000.00
"5350620.26","535","Toronto","0620.26",970.00,795.00,120000.00
"5350620.27","535","Toronto","0620.27",1305.00,1170.00,120000.00
"5350620.28","535","Toronto","0620.28",1075.00,870.00,114000.00
"5350620.29","535","Toronto","0620.29",1855.00,1580.00,131000.00
"5350621.00","535","Toronto","0621.00",1800.00,1520.00,116000.00
"5350622.00","535","Toronto","0622.00",2215.00,1935.00,108000.00
"5350623.00","535","Toronto","0623.00",1150.00,930.00,74000.00
"5350624.00","535","Toronto","0624.00",1860.00,1550.00,108000.00
"5350625.00","535","Toronto","0625.00",165.00,115.00,105000.00
"5350626.00","535","Toronto","0626.00",1905.00,1640.00,143000.00
"5350630.00","535","Toronto","0630.00",1200.00,1025.00,124000.00
"5350631.02","535","Toronto","0631.02",2080.00,1815.00,162000.00
"5350631.03","535","Toronto","0631.03",1800.00,1595.00,194000.00
"5350631.04","535","Toronto","0631.04",1955.00,1730.00,164000.00
"5350632.00","535","Toronto","0632.00",1485.00,1270.00,112000.00
"5350633.00","535","Toronto","0633.00",1385.00,1180.00,100000.00
"5350634.01","535","Toronto","0634.01",1425.00,1255.00,149000.00
"5350634.02","535","Toronto","0634.02",1460.00,1235.00,111000.00
"5350635.00","535","Toronto","0635.00",2140.00,1750.00,101000.00
"5350636.00","535","Toronto","0636.00",1130.00,930.00,124000.00
"5350637.00","535","Toronto","0637.00",2585.00,2295.00,129000.00
"5350638.00","535","Toronto","0638.00",2315.00,1980.00,99000.00
"5350639.00","535","Toronto","0639.00",1910.00,1645.00,120000.00
"5350800.01","535","Toronto","0800.01",1270.00,1035.00,90000.00
"5350800.02","535","Toronto","0800.02",1540.00,1155.00,95000.00
"5350801.01","535","Toronto","0801.01",1290.00,960.00,106000.00
"5350801.02","535","Toronto","0801.02",1620.00,1330.00,136000.00
"5350802.01","535","Toronto","0802.01",1195.00,765.00,130000.00
"5350802.02","535","Toronto","0802.02",1395.00,990.00,143000.00
"5350803.03","535","Toronto","0803.03",1625.00,1280.00,136000.00
"5350803.04","535","Toronto","0803.04",1800.00,1525.00,151000.00
"5350803.05","535","Toronto","0803.05",2170.00,1750.00,143000.00
"5350803.06","535","Toronto","0803.06",1525.00,1290.00,129000.00
"5350804.01","535","Toronto","0804.01",2025.00,1655.00,145000.00
"5350804.05","535","Toronto","0804.05",2055.00,1675.00,139000.00
"5350804.06","535","Toronto","0804.06",895.00,695.00,114000.00
"5350804.07","535","Toronto","0804.07",1090.00,815.00,94000.00
"5350804.08","535","Toronto","0804.08",1145.00,905.00,145000.00
"5350804.10","535","Toronto","0804.10",1220.00,885.00,81000.00
"5350804.11","535","Toronto","0804.11",1990.00,1485.00,93000.00
"5350804.12","535","Toronto","0804.12",2690.00,2140.00,122000.00
"5350804.13","535","Toronto","0804.13",1635.00,1255.00,122000.00
"5350805.04","535","Toronto","0805.04",2380.00,1970.00,150000.00
"5350805.06","535","Toronto","0805.06",1915.00,1470.00,109000.00
"5350805.09","535","Toronto","0805.09",1845.00,1450.00,125000.00
"5350805.10","535","Toronto","0805.10",2265.00,1890.00,118000.00
"5350805.16","535","Toronto","0805.16",2225.00,1785.00,143000.00
"5350805.17","535","Toronto","0805.17",1770.00,1390.00,140000.00
"5350805.18","535","Toronto","0805.18",1050.00,795.00,123000.00
"5350805.19","535","Toronto","0805.19",470.00,390.00,102000.00
"5350805.20","535","Toronto","0805.20",1560.00,1230.00,122000.00
"5350805.21","535","Toronto","0805.21",585.00,455.00,118000.00
"5350805.22","535","Toronto","0805.22",1395.00,1145.00,140000.00
"5350805.23","535","Toronto","0805.23",2005.00,1620.00,121000.00
"5350805.24","535","Toronto","0805.24",90.00,75.00,125000.00
"5350805.25","535","Toronto","0805.25",3020.00,2410.00,131000.00
"5350805.26","535","Toronto","0805.26",140.00,120.00,240000.00
"5350805.27","535","Toronto","0805.27",2475.00,1960.00,136000.00
"5350806.00","535","Toronto","0806.00",1350.00,1150.00,119000.00
"5350807.00","535","Toronto","0807.00",930.00,810.00,126000.00
"5350810.01","535","Toronto","0810.01",1435.00,1095.00,73500.00
"5350810.02","535","Toronto","0810.02",700.00,590.00,94000.00
"5350810.03","535","Toronto","0810.03",1045.00,825.00,111000.00
"5350810.04","535","Toronto","0810.04",1935.00,1420.00,92000.00
"5350810.05","535","Toronto","0810.05",1050.00,840.00,119000.00
"5350811.00","535","Toronto","0811.00",1415.00,1010.00,78500.00
"5350812.00","535","Toronto","0812.00",2240.00,1710.00,106000.00
"5350820.03","535","Toronto","0820.03",1205.00,945.00,141000.00
"5350820.04","535","Toronto","0820.04",945.00,705.00,133000.00
"5350820.05","535","Toronto","0820.05",650.00,535.00,162000.00
"5350820.06","535","Toronto","0820.06",610.00,510.00,95000.00
"5350820.07","535","Toronto","0820.07",1310.00,1040.00,141000.00
"5350830.00","535","Toronto","0830.00",1720.00,1510.00,137000.00
"5350831.01","535","Toronto","0831.01",1890.00,1585.00,122000.00
"5350831.02","535","Toronto","0831.02",2110.00,1825.00,100000.00
"5350832.00","535","Toronto","0832.00",1540.00,1390.00,121000.00
"5370000.00","537","Hamilton","0000.00",256320.00,201590.00,91000.00
"5370001.01","537","Hamilton","0001.01",715.00,565.00,104000.00
"5370001.02","537","Hamilton","0001.02",2095.00,1685.00,102000.00
"5370001.04","537","Hamilton","0001.04",2035.00,1655.00,112000.00
"5370001.05","537","Hamilton","0001.05",1935.00,1530.00,99000.00
"5370001.06","537","Hamilton","0001.06",1705.00,1335.00,111000.00
"5370001.07","537","Hamilton","0001.07",1355.00,1090.00,85000.00
"5370001.08","537","Hamilton","0001.08",2505.00,2025.00,108000.00
"5370001.09","537","Hamilton","0001.09",1725.00,1330.00,108000.00
"5370002.01","537","Hamilton","0002.01",1945.00,1575.00,113000.00
"5370002.03","537","Hamilton","0002.03",1100.00,910.00,91000.00
"5370002.04","537","Hamilton","0002.04",1470.00,1200.00,104000.00
"5370002.06","537","Hamilton","0002.06",1040.00,910.00,82000.00
"5370002.07","537","Hamilton","0002.07",1805.00,1450.00,117000.00
"5370002.08","537","Hamilton","0002.08",960.00,855.00,119000.00
"5370003.01","537","Hamilton","0003.01",1590.00,1285.00,83000.00
"5370003.02","537","Hamilton","0003.02",1040.00,775.00,84000.00
"5370003.03","537","Hamilton","0003.03",935.00,720.00,84000.00
"5370003.04","537","Hamilton","0003.04",1855.00,1465.00,76500.00
"5370004.01","537","Hamilton","0004.01",1095.00,755.00,67500.00
"5370004.02","537","Hamilton","0004.02",1420.00,1005.00,72000.00
"5370005.01","537","Hamilton","0005.01",1960.00,1515.00,75500.00
"5370005.02","537","Hamilton","0005.02",1275.00,1005.00,84000.00
"5370005.03","537","Hamilton","0005.03",1315.00,1050.00,84000.00
"5370006.00","537","Hamilton","0006.00",1690.00,1320.00,79000.00
"5370007.00","537","Hamilton","0007.00",1155.00,880.00,69500.00
"5370008.00","537","Hamilton","0008.00",860.00,680.00,70000.00
"5370009.00","537","Hamilton","0009.00",1310.00,960.00,73000.00
"5370010.00","537","Hamilton","0010.00",1185.00,890.00,75500.00
"5370011.00","537","Hamilton","0011.00",980.00,735.00,85000.00
"5370012.00","537","Hamilton","0012.00",625.00,345.00,73500.00
"5370013.00","537","Hamilton","0013.00",1030.00,780.00,102000.00
"5370014.00","537","Hamilton","0014.00",965.00,785.00,108000.00
"5370015.00","537","Hamilton","0015.00",515.00,415.00,103000.00
"5370016.00","537","Hamilton","0016.00",200.00,165.00,100000.00
"5370017.00","537","Hamilton","0017.00",940.00,730.00,141000.00
"5370018.00","537","Hamilton","0018.00",,,
"5370019.00","537","Hamilton","0019.00",1470.00,1035.00,81000.00
"5370020.00","537","Hamilton","0020.00",1615.00,1225.00,87000.00
"5370021.00","537","Hamilton","0021.00",1630.00,1175.00,75500.00
"5370022.00","537","Hamilton","0022.00",1765.00,1270.00,65500.00
"5370023.00","537","Hamilton","0023.00",850.00,645.00,94000.00
"5370024.00","537","Hamilton","0024.00",840.00,665.00,79500.00
"5370025.00","537","Hamilton","0025.00",1160.00,960.00,96000.00
"5370026.01","537","Hamilton","0026.01",1090.00,815.00,59200.00
"5370026.02","537","Hamilton","0026.02",550.00,420.00,48400.00
"5370026.03","537","Hamilton","0026.03",710.00,600.00,109000.00
"5370026.04","537","Hamilton","0026.04",505.00,420.00,91000.00
"5370026.05","537","Hamilton","0026.05",1215.00,985.00,72500.00
"5370026.06","537","Hamilton","0026.06",2160.00,1705.00,78500.00
"5370027.00","537","Hamilton","0027.00",445.00,370.00,76500.00
"5370028.00","537","Hamilton","0028.00",1135.00,960.00,77500.00
"5370029.00","537","Hamilton","0029.00",1625.00,1275.00,71000.00
"5370030.00","537","Hamilton","0030.00",1430.00,1110.00,95000.00
"5370031.00","537","Hamilton","0031.00",700.00,500.00,92000.00
"5370032.00","537","Hamilton","0032.00",935.00,610.00,56000.00
"5370033.00","537","Hamilton","0033.00",1020.00,600.00,67500.00
"5370034.00","537","Hamilton","0034.00",2320.00,1280.00,52400.00
"5370035.00","537","Hamilton","0035.00",1380.00,680.00,53600.00
"5370036.00","537","Hamilton","0036.00",1040.00,455.00,50800.00
"5370037.00","537","Hamilton","0037.00",875.00,460.00,32400.00
"5370038.00","537","Hamilton","0038.00",1270.00,665.00,47600.00
"5370039.00","537","Hamilton","0039.00",2075.00,1185.00,56800.00
"5370040.00","537","Hamilton","0040.00",600.00,420.00,73000.00
"5370041.00","537","Hamilton","0041.00",785.00,395.00,56000.00
"5370042.00","537","Hamilton","0042.00",790.00,525.00,83000.00
"5370043.00","537","Hamilton","0043.00",1320.00,760.00,58000.00
"5370044.00","537","Hamilton","0044.00",1370.00,875.00,56400.00
"5370045.00","537","Hamilton","0045.00",805.00,430.00,82000.00
"5370046.00","537","Hamilton","0046.00",1000.00,555.00,71000.00
"5370047.00","537","Hamilton","0047.00",915.00,580.00,54400.00
"5370048.00","537","Hamilton","0048.00",570.00,250.00,48000.00
"5370049.00","537","Hamilton","0049.00",965.00,480.00,42000.00
"5370050.00","537","Hamilton","0050.00",1355.00,770.00,48800.00
"5370051.00","537","Hamilton","0051.00",1105.00,650.00,50400.00
"5370052.00","537","Hamilton","0052.00",1365.00,805.00,65000.00
"5370053.00","537","Hamilton","0053.00",1055.00,720.00,73000.00
"5370054.00","537","Hamilton","0054.00",1065.00,750.00,72500.00
"5370055.00","537","Hamilton","0055.00",1055.00,825.00,79500.00
"5370056.00","537","Hamilton","0056.00",1460.00,1125.00,77000.00
"5370057.00","537","Hamilton","0057.00",1205.00,850.00,64500.00
"5370058.00","537","Hamilton","0058.00",880.00,580.00,60800.00
"5370059.00","537","Hamilton","0059.00",1100.00,665.00,68000.00
"5370060.00","537","Hamilton","0060.00",880.00,570.00,70000.00
"5370061.00","537","Hamilton","0061.00",910.00,605.00,60400.00
"5370062.00","537","Hamilton","0062.00",1140.00,695.00,65500.00
"5370063.00","537","Hamilton","0063.00",825.00,515.00,52400.00
"5370064.00","537","Hamilton","0064.00",545.00,320.00,72500.00
"5370065.00","537","Hamilton","0065.00",910.00,520.00,67500.00
"5370066.00","537","Hamilton","0066.00",1555.00,1070.00,71000.00
"5370067.00","537","Hamilton","0067.00",720.00,500.00,74000.00
"5370068.00","537","Hamilton","0068.00",235.00,155.00,61600.00
"5370069.00","537","Hamilton","0069.00",370.00,270.00,66500.00
"5370070.00","537","Hamilton","0070.00",810.00,625.00,81000.00
"5370071.00","537","Hamilton","0071.00",2155.00,1460.00,58000.00
"5370072.01","537","Hamilton","0072.01",55.00,55.00,
"5370072.02","537","Hamilton","0072.02",1130.00,790.00,54000.00
"5370072.03","537","Hamilton","0072.03",2150.00,1500.00,58000.00
"5370072.04","537","Hamilton","0072.04",1265.00,1045.00,85000.00
"5370073.00","537","Hamilton","0073.00",510.00,450.00,92000.00
"5370080.01","537","Hamilton","0080.01",840.00,750.00,108000.00
"5370080.03","537","Hamilton","0080.03",2905.00,2565.00,106000.00
"5370080.05","537","Hamilton","0080.05",3175.00,2595.00,119000.00
"5370080.06","537","Hamilton","0080.06",1810.00,1545.00,111000.00
"5370080.07","537","Hamilton","0080.07",1695.00,1455.00,120000.00
"5370081.00","537","Hamilton","0081.00",800.00,695.00,75500.00
"5370082.00","537","Hamilton","0082.00",1100.00,875.00,62400.00
"5370083.00","537","Hamilton","0083.00",830.00,675.00,59600.00
"5370084.01","537","Hamilton","0084.01",1010.00,845.00,93000.00
"5370084.02","537","Hamilton","0084.02",1020.00,870.00,83000.00
"5370084.03","537","Hamilton","0084.03",555.00,490.00,93000.00
"5370084.04","537","Hamilton","0084.04",1080.00,980.00,79000.00
"5370084.05","537","Hamilton","0084.05",905.00,800.00,94000.00
"5370085.01","537","Hamilton","0085.01",1230.00,1100.00,116000.00
"5370085.02","537","Hamilton","0085.02",2400.00,2065.00,106000.00
"5370085.03","537","Hamilton","0085.03",1425.00,1295.00,109000.00
"5370086.01","537","Hamilton","0086.01",1495.00,1325.00,120000.00
"5370086.02","537","Hamilton","0086.02",2160.00,1895.00,130000.00
"5370100.03","537","Hamilton","0100.03",2560.00,2210.00,119000.00
"5370100.04","537","Hamilton","0100.04",2340.00,2120.00,120000.00
"5370100.05","537","Hamilton","0100.05",2020.00,1800.00,126000.00
"5370100.06","537","Hamilton","0100.06",1150.00,1055.00,108000.00
"5370101.02","537","Hamilton","0101.02",1565.00,1365.00,123000.00
"5370101.03","537","Hamilton","0101.03",1060.00,970.00,88000.00
"5370101.04","537","Hamilton","0101.04",1200.00,1050.00,123000.00
"5370120.02","537","Hamilton","0120.02",675.00,575.00,121000.00
"5370120.03","537","Hamilton","0120.03",2085.00,1795.00,132000.00
"5370120.04","537","Hamilton","0120.04",2515.00,2185.00,123000.00
"5370121.00","537","Hamilton","0121.00",645.00,560.00,124000.00
"5370122.01","537","Hamilton","0122.01",1925.00,1715.00,127000.00
"5370122.02","537","Hamilton","0122.02",1890.00,1615.00,151000.00
"5370123.01","537","Hamilton","0123.01",980.00,815.00,133000.00
"5370123.02","537","Hamilton","0123.02",1640.00,1390.00,137000.00
"5370124.00","537","Hamilton","0124.00",1320.00,1070.00,123000.00
"5370130.02","537","Hamilton","0130.02",1085.00,915.00,131000.00
"5370130.03","537","Hamilton","0130.03",1000.00,825.00,103000.00
"5370131.00","537","Hamilton","0131.00",1615.00,1340.00,104000.00
"5370132.00","537","Hamilton","0132.00",1000.00,735.00,67500.00
"5370133.01","537","Hamilton","0133.01",905.00,735.00,147000.00
"5370133.02","537","Hamilton","0133.02",1485.00,1125.00,91000.00
"5370140.04","537","Hamilton","0140.04",1175.00,990.00,137000.00
"5370140.05","537","Hamilton","0140.05",1250.00,1030.00,132000.00
"5370140.06","537","Hamilton","0140.06",1745.00,1460.00,147000.00
"5370140.07","537","Hamilton","0140.07",2360.00,2030.00,117000.00
"5370140.08","537","Hamilton","0140.08",1670.00,1390.00,129000.00
"5370141.00","537","Hamilton","0141.00",1490.00,1320.00,129000.00
"5370142.01","537","Hamilton","0142.01",1485.00,1275.00,120000.00
"5370142.02","537","Hamilton","0142.02",1315.00,1185.00,91000.00
"5370143.00","537","Hamilton","0143.00",1315.00,1130.00,123000.00
"5370144.01","537","Hamilton","0144.01",1695.00,1480.00,149000.00
"5370144.02","537","Hamilton","0144.02",590.00,545.00,130000.00
"5370200.00","537","Hamilton","0200.00",700.00,570.00,142000.00
"5370201.00","537","Hamilton","0201.00",1450.00,1200.00,106000.00
"5370202.00","537","Hamilton","0202.00",1545.00,1280.00,87000.00
"5370203.00","537","Hamilton","0203.00",840.00,715.00,111000.00
"5370204.00","537","Hamilton","0204.00",1640.00,1285.00,87000.00
"5370205.01","537","Hamilton","0205.01",1020.00,845.00,108000.00
"5370205.02","537","Hamilton","0205.02",1355.00,1055.00,68000.00
"5370206.00","537","Hamilton","0206.00",1155.00,805.00,72000.00
"5370207.01","537","Hamilton","0207.01",2005.00,1685.00,119000.00
"5370207.02","537","Hamilton","0207.02",2020.00,1705.00,128000.00
"5370207.03","537","Hamilton","0207.03",1175.00,950.00,120000.00
"5370207.04","537","Hamilton","0207.04",740.00,600.00,85000.00
"5370208.00","537","Hamilton","0208.00",1220.00,960.00,97000.00
"5370209.00","537","Hamilton","0209.00",615.00,495.00,104000.00
"5370210.00","537","Hamilton","0210.00",860.00,695.00,96000.00
"5370211.00","537","Hamilton","0211.00",1565.00,1195.00,88000.00
"5370212.00","537","Hamilton","0212.00",490.00,390.00,95000.00
"5370213.00","537","Hamilton","0213.00",1235.00,970.00,81000.00
"5370214.00","537","Hamilton","0214.00",720.00,530.00,92000.00
"5370215.00","537","Hamilton","0215.00",900.00,750.00,86000.00
"5370216.00","537","Hamilton","0216.00",1145.00,965.00,180000.00
"5370217.01","537","Hamilton","0217.01",1535.00,1200.00,68500.00
"5370217.02","537","Hamilton","0217.02",1010.00,840.00,117000.00
"5370218.00","537","Hamilton","0218.00",2180.00,1665.00,114000.00
"5370219.00","537","Hamilton","0219.00",1230.00,985.00,180000.00
"5370220.00","537","Hamilton","0220.00",1575.00,1220.00,93000.00
"5370221.00","537","Hamilton","0221.00",985.00,805.00,127000.00
"5370222.01","537","Hamilton","0222.01",,,
"5370222.02","537","Hamilton","0222.02",1215.00,965.00,107000.00
"5370222.03","537","Hamilton","0222.03",1460.00,1190.00,128000.00
"5370223.01","537","Hamilton","0223.01",745.00,600.00,110000.00
"5370223.02","537","Hamilton","0223.02",1555.00,1340.00,116000.00
"5370223.05","537","Hamilton","0223.05",990.00,775.00,140000.00
"5370223.06","537","Hamilton","0223.06",1100.00,890.00,150000.00
"5370223.07","537","Hamilton","0223.07",1235.00,1040.00,121000.00
"5370223.10","537","Hamilton","0223.10",1410.00,1160.00,139000.00
"5370223.13","537","Hamilton","0223.13",1175.00,970.00,142000.00
"5370223.14","537","Hamilton","0223.14",950.00,775.00,174000.00
"5370223.15","537","Hamilton","0223.15",790.00,660.00,134000.00
"5370223.16","537","Hamilton","0223.16",655.00,575.00,115000.00
"5370223.17","537","Hamilton","0223.17",1180.00,1005.00,136000.00
"5370223.18","537","Hamilton","0223.18",1575.00,1310.00,159000.00
"5370223.19","537","Hamilton","0223.19",1425.00,1200.00,100000.00
"5370223.20","537","Hamilton","0223.20",1385.00,1135.00,97000.00
"5370224.02","537","Hamilton","0224.02",1070.00,925.00,158000.00
"5370224.03","537","Hamilton","0224.03",1185.00,1020.00,164000.00
"5370224.04","537","Hamilton","0224.04",825.00,695.00,155000.00
"5370224.05","537","Hamilton","0224.05",1355.00,1080.00,133000.00
"5370300.00","537","Hamilton","0300.00",620.00,565.00,113000.00
"5370301.01","537","Hamilton","0301.01",2085.00,1885.00,96000.00
"5370301.02","537","Hamilton","0301.02",1290.00,1100.00,118000.00
"5370302.00","537","Hamilton","0302.00",1830.00,1580.00,80000.00
"5370303.01","537","Hamilton","0303.01",1375.00,1190.00,114000.00
"5370303.03","537","Hamilton","0303.03",1370.00,1240.00,104000.00
"5370303.04","537","Hamilton","0303.04",1285.00,1100.00,140000.00
